l_orderkey	l_quantity	l_extendedprice
3455079	35.00	48561.80
3474018	9.00	16540.65
3474018	16.00	30527.84
3478501	38.00	56216.82
3478501	10.00	14895.10
3478501	40.00	78755.60
3478982	16.00	22326.72
3478982	19.00	24154.51
3487810	11.00	13157.65
3488134	37.00	43186.77
3491649	32.00	61148.80
3503783	13.00	20561.58
3503783	1.00	1906.91
3515970	31.00	36214.20
3515970	12.00	13549.92
3518086	36.00	54411.48
3518086	41.00	77482.21
3518086	27.00	50975.19
3523779	44.00	53735.44
3524902	25.00	41366.00
3533095	32.00	40614.40
3544774	8.00	11668.08
3544774	46.00	84862.18
3548931	28.00	55325.20
3575907	21.00	32267.13
3575907	23.00	33155.19
3589543	19.00	30108.54
3589543	21.00	21987.63
3589604	31.00	60479.45
3610272	11.00	18695.71
3610272	2.00	3883.72
3614368	40.00	68627.60
3622758	49.00	55180.37
3634147	18.00	21406.86
3668165	22.00	27063.08
3709570	34.00	61191.84
3780454	47.00	73108.97
3780454	43.00	69733.53
3795685	39.00	76945.83
3826049	8.00	14998.72
3845190	5.00	7152.30
3875104	4.00	5797.52
3875104	9.00	18431.55
3875104	47.00	89627.59
3890407	39.00	47002.41
3920418	18.00	30090.42
3925506	19.00	30523.69
3956679	22.00	39352.28
3960326	17.00	25455.97
3969539	16.00	29629.92
3983168	33.00	57545.40
3983168	10.00	13172.70
3983168	40.00	59262.00
3983680	27.00	30434.67
3983680	50.00	57556.00
3983680	47.00	44839.88
3987459	12.00	18690.36
3987459	31.00	57623.73
3987586	9.00	13044.51
4014502	31.00	38663.20
4018887	20.00	25303.80
4022406	10.00	18999.00
4029188	20.00	26986.80
4053154	7.00	9395.82
4053154	34.00	36144.04
4053154	3.00	5110.86
4053154	31.00	35779.89
1623873	45.00	58741.20
1623873	24.00	34761.84
1623873	25.00	39112.25
1624417	16.00	21542.40
1626211	34.00	60917.80
1636545	21.00	32266.71
1650624	25.00	34335.75
1650624	12.00	21584.88
1665249	31.00	46607.57
1717280	34.00	51801.72
1729440	48.00	58518.72
1729440	2.00	2540.58
1736231	6.00	7724.28
1757280	32.00	52305.92
1775687	11.00	18145.05
1778658	14.00	25898.46
1778658	5.00	5861.30
1808935	23.00	44433.24
1818151	16.00	15232.00
1818151	15.00	25689.45
1823685	7.00	13936.93
1823685	41.00	49165.97
1835975	25.00	39262.75
1841123	14.00	27915.58
1841473	28.00	41090.84
1848804	21.00	39351.90
1851846	1.00	1302.33
1851846	42.00	68864.46
1863264	40.00	70311.60
1885986	43.00	58407.76
1895172	12.00	21141.96
1925447	35.00	43970.15
1925447	3.00	5390.22
1925447	26.00	38519.78
1932355	30.00	34114.50
1932643	42.00	76224.12
1932643	20.00	31972.80
1956899	48.00	64094.40
1956899	39.00	61528.74
1956899	23.00	29402.05
1979110	38.00	66948.78
1987207	47.00	85766.54
2002948	27.00	52351.65
2002978	43.00	73857.66
2002978	30.00	37085.70
2007493	25.00	34056.50
2013829	11.00	16638.05
2016135	37.00	56183.39
2016135	6.00	10948.44
2021216	24.00	48287.04
2032229	35.00	45826.90
2039266	29.00	41775.08
2039266	37.00	43405.44
2060257	50.00	76275.50
2071872	49.00	92062.67
2103875	2.00	3325.42
2126979	36.00	38525.04
2173664	2.00	3447.32
2257217	21.00	20517.84
2257284	42.00	63441.00
2266599	42.00	53266.50
4519653	15.00	18423.90
4519653	11.00	14942.62
4522465	17.00	34509.83
4544582	22.00	27858.82
4544582	36.00	36432.72
4550145	47.00	79744.90
4564708	42.00	71389.08
4577602	4.00	4252.00
4577602	22.00	39836.94
4582210	45.00	81126.00
4582788	48.00	63228.96
4582788	13.00	19870.63
4589953	8.00	12485.28
4598119	47.00	56783.05
4600129	43.00	50019.75
4600129	4.00	7791.80
4617920	19.00	28681.07
4621701	32.00	64414.08
4630147	32.00	55156.80
4630147	29.00	45226.08
4630147	21.00	24025.05
4639746	39.00	50946.09
4639746	28.00	28252.56
4639746	42.00	75715.92
4639746	18.00	19620.18
4640903	43.00	73649.54
4646916	2.00	2118.22
4646916	33.00	59786.43
4666372	44.00	63558.88
4666372	28.00	48572.16
4673348	25.00	31782.00
4673348	7.00	10250.73
4675174	17.00	20572.04
4690407	32.00	59196.80
4690407	14.00	25701.20
4706528	49.00	84262.85
4717760	38.00	57705.28
4725570	17.00	24692.16
4755648	21.00	28086.03
4755648	2.00	2330.26
4768165	29.00	50977.36
4789189	19.00	32083.40
4789189	2.00	2122.30
4811140	26.00	39559.78
4823904	42.00	65838.36
4832068	40.00	69429.60
4832068	37.00	68780.41
4870563	13.00	23669.75
4870563	25.00	32234.00
4870563	34.00	67964.98
4917671	22.00	28959.26
4928259	8.00	11226.96
4930500	25.00	44968.75
4940704	18.00	28055.16
4966081	44.00	71794.80
4981664	46.00	66719.32
4981664	2.00	3455.28
4981664	41.00	65543.42
5003748	31.00	45923.40
5008352	47.00	74708.38
5025090	8.00	14510.00
5025090	7.00	7826.21
5026115	34.00	67760.98
5026115	7.00	13347.81
5035427	9.00	16414.92
5047360	23.00	32417.12
5071363	9.00	8352.00
5072482	25.00	32908.25
5081764	35.00	66389.05
5096547	11.00	12486.54
5110337	7.00	9024.33
4055969	42.00	84965.16
4062726	3.00	4372.53
4071238	2.00	2312.46
4071238	36.00	73437.84
4080259	6.00	11831.58
4087840	1.00	1630.67
4087840	8.00	13077.04
4102949	3.00	4735.71
4102949	10.00	11761.10
4109185	2.00	3837.82
4129894	37.00	60667.05
4138213	42.00	57343.02
4156327	3.00	3732.78
4180324	29.00	59391.42
4205571	6.00	6204.24
4223430	22.00	41333.82
4251394	34.00	66570.98
4251394	48.00	73994.88
4257508	38.00	61279.94
4262081	22.00	32130.12
4262081	14.00	25504.78
4262181	29.00	38695.86
4268422	17.00	27055.50
4269667	24.00	28422.00
4269667	30.00	43093.80
4291682	41.00	60166.27
4305095	2.00	3721.58
4339457	50.00	68415.50
4349792	27.00	44350.47
4365571	32.00	33249.92
4383494	7.00	9486.82
4383494	5.00	7191.80
4396711	32.00	49233.28
4396711	39.00	75503.22
4399302	49.00	87989.79
4404007	41.00	51297.97
4405509	11.00	16901.61
4424453	32.00	38950.08
4424453	19.00	25199.13
4426340	50.00	70920.50
4426340	36.00	65550.60
4444481	42.00	80847.06
4444481	1.00	1685.73
4449606	12.00	21982.68
4449606	7.00	10104.50
4481575	46.00	69208.84
4481575	41.00	52494.35
4495014	47.00	55142.28
4495014	7.00	10881.71
4495014	45.00	76894.65
4498276	16.00	28637.44
4534948	40.00	74752.40
4554791	40.00	74435.60
4561283	7.00	10257.52
4561283	21.00	22722.63
4573664	48.00	76391.52
4578017	31.00	61316.45
4610945	21.00	27916.77
4634240	44.00	73422.36
4663777	26.00	27613.04
4665539	9.00	16495.11
4683938	27.00	35029.26
5279489	30.00	46723.80
5289984	22.00	20988.66
5303939	41.00	53601.76
5324770	14.00	15162.28
5335748	35.00	52657.15
5335748	3.00	4561.74
5380966	14.00	24958.36
5392004	26.00	47338.98
5392004	49.00	68618.62
5392004	18.00	35296.92
5397863	47.00	67605.27
5397863	16.00	31071.84
5397863	10.00	10820.60
5399077	10.00	11961.40
5402213	28.00	36380.40
5402213	14.00	28447.44
5402213	36.00	34958.16
5407235	19.00	21891.99
5407235	18.00	20054.52
5411072	23.00	26570.52
5416869	18.00	27459.36
5418692	33.00	62994.03
5422308	39.00	71442.15
5426370	46.00	42826.00
5426370	41.00	70135.01
5426370	41.00	55858.40
5465830	33.00	62171.01
5499363	2.00	3277.42
5555873	2.00	2987.02
5555873	5.00	9699.30
5587680	34.00	59561.88
5592996	47.00	66105.50
5592996	22.00	36953.40
5601639	17.00	18854.53
5601639	44.00	55626.12
5626753	17.00	28163.39
5626753	6.00	7951.92
5626753	23.00	32460.36
5639463	23.00	46643.54
5639463	14.00	18441.78
5647686	25.00	33759.75
5647686	38.00	56293.58
5652899	5.00	8387.90
5653440	38.00	50895.68
5653440	6.00	11819.70
5679458	34.00	47543.90
5692995	35.00	46315.85
5734467	1.00	1678.63
5734467	22.00	30191.70
5739076	23.00	23807.07
5739076	36.00	65044.08
5769857	7.00	8051.47
5783393	30.00	57267.90
5783393	12.00	13994.88
5783393	14.00	18513.18
5805349	29.00	44501.66
5824642	26.00	24570.26
5828096	43.00	77049.98
5828096	42.00	62768.16
5828096	50.00	97397.00
5869412	1.00	1203.22
5871877	12.00	13862.76
5896866	49.00	60871.23
5896866	1.00	1216.22
5905671	39.00	76087.83
2278565	2.00	3613.66
2281475	2.00	2608.66
2281475	43.00	82083.13
2299749	33.00	32870.64
2299749	4.00	6738.64
2331268	18.00	29639.34
2345762	37.00	52666.17
2345762	44.00	74834.76
2390695	40.00	39040.40
2398048	23.00	32808.81
2407207	41.00	42436.64
2407207	45.00	86979.15
2438016	3.00	4867.71
2438016	37.00	66667.34
2441062	40.00	76276.40
2490178	27.00	35484.21
2492288	44.00	80732.96
2492288	36.00	39135.96
2498883	21.00	37019.43
2498883	4.00	7227.32
2501441	45.00	62658.00
2501441	22.00	27331.26
2530625	36.00	46524.60
2539716	37.00	42853.40
2539716	8.00	14879.28
2594338	15.00	27026.70
2594338	48.00	63278.40
2605857	46.00	55253.36
2608004	26.00	31749.90
2620708	6.00	8624.64
2635233	33.00	43408.53
2645088	48.00	84081.12
2662082	2.00	2172.22
2662082	13.00	20220.98
2662082	12.00	21765.60
2662787	3.00	6131.85
2663495	31.00	52319.63
2669856	6.00	7213.44
2673088	24.00	36925.92
2673088	50.00	58311.00
2675781	12.00	15566.76
2675781	40.00	55017.60
2675781	40.00	74874.40
2688933	15.00	27070.65
2710849	25.00	32182.00
2721857	45.00	53291.70
2746054	35.00	47755.75
2759520	29.00	57418.26
2759520	5.00	7006.60
2762977	8.00	8856.16
2766502	30.00	53690.70
2775172	9.00	16180.38
2778214	18.00	26775.18
2800231	45.00	92609.10
2804963	3.00	3378.27
2826886	37.00	44629.40
2826886	4.00	6954.56
2853894	19.00	19647.33
2872675	46.00	94667.54
2872675	18.00	29259.36
2880422	50.00	93294.00
5123556	23.00	44227.85
5123556	24.00	41010.72
5129413	19.00	31287.30
5129413	42.00	79882.74
5140742	6.00	10258.26
5164098	49.00	70234.15
5187169	45.00	84324.60
5206337	39.00	65976.69
5213157	1.00	1682.74
5213860	5.00	7192.05
5213860	2.00	3443.62
5213860	10.00	13853.10
5224673	18.00	23981.22
5230081	47.00	91690.42
5230081	28.00	43749.16
5237826	48.00	56600.64
5266436	12.00	16876.92
5266436	7.00	7833.42
5273862	43.00	51740.61
5287589	25.00	34411.25
5320001	50.00	68215.00
5328993	26.00	36099.96
5333541	39.00	53638.65
5342340	42.00	74245.92
5347680	13.00	26623.74
5347680	37.00	64447.71
5369184	39.00	56995.77
5389280	46.00	54337.96
5389280	18.00	27802.98
5389280	41.00	51549.71
5391110	25.00	47624.00
5398020	34.00	55509.08
5399842	21.00	30289.56
5399842	17.00	22920.08
5416455	21.00	26634.72
5416455	1.00	2040.94
5418855	13.00	16993.73
5418855	26.00	25741.56
5424481	45.00	46489.50
5437410	9.00	13224.51
5461667	8.00	11275.44
5465703	24.00	26880.48
5465703	42.00	76139.70
5476864	11.00	18894.59
5478784	1.00	1900.93
5478784	9.00	11360.16
5487877	48.00	75815.04
5489761	38.00	51347.88
5505093	20.00	31652.60
5513735	33.00	36069.66
5513735	33.00	41621.91
5513735	30.00	54803.10
5530374	39.00	63398.40
5549728	38.00	53439.40
5553061	13.00	20991.10
5553061	36.00	45943.92
5553061	44.00	70070.44
5558855	36.00	48249.00
5558855	5.00	8107.70
5558855	38.00	66107.84
5558855	9.00	12180.42
5569382	33.00	36634.62
5569382	41.00	56596.40
5570208	3.00	5804.82
5575334	25.00	39690.25
5592773	45.00	50089.50
5598179	45.00	66399.30
5598433	24.00	47542.56
5607942	16.00	27243.84
5607942	31.00	52567.63
5607942	18.00	25908.30
5625600	46.00	69116.84
5650660	19.00	31610.30
5650660	18.00	28596.06
5652004	38.00	66906.22
5652004	39.00	62933.91
5663392	42.00	78327.06
5663392	45.00	80496.90
5663392	33.00	67516.68
5671649	11.00	15856.17
5673120	1.00	1632.53
5673120	23.00	25487.91
5675591	42.00	70758.24
5681090	18.00	27099.00
5693377	8.00	9073.84
5727844	38.00	70785.64
5728577	7.00	12794.88
5728577	21.00	23899.89
5728577	10.00	10730.70
5730530	33.00	60450.06
5730530	28.00	30772.56
5730918	10.00	10071.00
5730918	9.00	14170.59
5730918	34.00	59218.48
5751047	41.00	47603.46
5751074	24.00	39541.20
4748642	10.00	12402.10
4757795	29.00	55853.71
4757795	36.00	52935.12
4773985	35.00	58820.65
4811271	48.00	74327.52
4817797	36.00	52434.36
4827268	44.00	59191.44
4837634	8.00	12188.96
4846692	31.00	35777.72
4904646	14.00	21287.42
4907266	36.00	46053.72
4907266	13.00	25635.48
4926464	45.00	82655.55
4926464	35.00	66983.70
4927461	45.00	71579.70
4928706	33.00	34551.00
4928706	43.00	45456.16
4934118	35.00	69261.50
5015111	18.00	19819.08
5015111	49.00	46550.00
5015111	29.00	58229.39
5018149	4.00	7147.12
5018149	31.00	33015.00
5031521	48.00	75628.80
5031521	3.00	5966.70
5037952	7.00	12620.16
5066818	40.00	41882.80
5066818	50.00	66769.00
5068965	1.00	1963.96
5068965	14.00	20768.16
5070436	22.00	37747.16
5075397	2.00	2995.16
5075397	23.00	46688.62
5093446	29.00	51930.01
5095012	24.00	25872.72
5095012	46.00	73769.74
5105056	15.00	24355.20
5133509	28.00	36741.88
5133509	35.00	63199.50
5133509	33.00	53713.77
5157159	26.00	52778.96
5157159	40.00	49728.00
5157159	50.00	57661.50
5165958	24.00	28419.84
5254976	10.00	16787.30
5286983	42.00	75000.66
5286983	47.00	88445.54
5286983	25.00	36209.00
5289856	24.00	34161.36
5291874	42.00	76180.44
5299911	40.00	49170.00
5323749	2.00	2854.86
5950273	45.00	66397.05
5950273	1.00	1532.57
5950273	15.00	22418.10
5950273	39.00	78818.22
5961251	40.00	70267.20
5961251	29.00	45574.95
5961251	12.00	20852.40
5980451	47.00	68739.85
5980451	48.00	81445.92
5980451	33.00	42149.58
5980451	44.00	61222.92
5982759	39.00	44741.58
5982759	6.00	11567.34
5982759	5.00	8883.40
10402	38.00	61357.08
28417	44.00	72586.36
28417	29.00	40874.92
28417	5.00	5681.05
40387	31.00	45520.71
40387	11.00	11188.10
40387	50.00	79284.00
40387	14.00	21232.54
50369	3.00	5312.19
54404	12.00	16347.24
66145	23.00	28318.29
70662	46.00	72059.00
83684	37.00	66038.34
91431	30.00	59578.20
96128	17.00	22769.63
96128	12.00	22329.72
134439	32.00	49427.84
134439	15.00	17013.45
134439	39.00	67576.08
144738	16.00	17970.56
152231	45.00	59552.55
180774	46.00	65981.94
189762	26.00	40287.26
189762	29.00	35214.99
193346	46.00	52165.84
193346	30.00	31683.90
193378	24.00	27072.72
248737	44.00	50918.12
284901	20.00	26047.40
315105	48.00	80580.48
315493	21.00	22722.84
315493	29.00	32655.45
315493	18.00	33873.48
320480	7.00	6601.14
322055	12.00	17200.92
326913	4.00	7859.48
334182	6.00	8930.58
334182	12.00	13766.64
347936	20.00	30510.40
355463	35.00	33880.00
361671	5.00	8643.90
372037	50.00	98199.50
372037	37.00	55961.39
374304	7.00	8842.75
374304	13.00	19298.63
392262	44.00	77999.24
392963	9.00	10125.27
392963	31.00	33759.62
396928	23.00	40845.01
405475	50.00	59557.00
405475	7.00	11925.69
405475	11.00	18278.37
428007	47.00	56455.46
428007	4.00	7086.88
432484	5.00	5350.50
438247	16.00	25816.32
438881	46.00	72567.76
438881	40.00	63941.20
440448	15.00	25631.85
440448	6.00	9417.72
454054	42.00	47929.98
458532	13.00	15354.30
471075	38.00	51428.44
471075	12.00	14546.64
471075	22.00	41711.78
476166	30.00	53665.80
544129	50.00	71274.50
545313	46.00	87444.16
5760641	1.00	1152.14
5760641	48.00	82692.48
5765253	22.00	25786.64
5815526	44.00	54921.24
5815526	26.00	34275.80
5822246	48.00	53812.80
5822246	9.00	10460.25
5828417	4.00	6182.28
5851649	13.00	15772.25
5851649	33.00	37953.96
5851649	33.00	39174.96
5866979	50.00	96793.50
5870114	10.00	17216.50
5870114	3.00	4083.84
5877312	44.00	53156.84
5877312	32.00	54777.28
5895298	47.00	61634.86
5895298	43.00	85909.70
5908385	24.00	41443.68
5913221	20.00	27347.80
5913221	2.00	2156.02
5921697	36.00	62521.56
5921697	31.00	57687.90
5923301	28.00	44284.52
5939552	29.00	32544.09
5939552	15.00	20541.60
5984834	3.00	3937.17
14947	14.00	15612.52
14947	29.00	32047.61
52288	1.00	1655.57
53283	7.00	7560.42
53283	27.00	52999.38
53283	50.00	84336.50
59079	2.00	2264.18
59079	8.00	16127.84
72256	24.00	31734.96
74052	12.00	16563.96
82727	47.00	52269.64
82727	28.00	30940.84
84832	45.00	55268.10
84832	14.00	18666.62
84832	1.00	1936.97
95808	48.00	93689.76
95808	7.00	8050.84
95808	43.00	68220.36
95808	42.00	74410.56
101156	26.00	37037.26
101156	45.00	53691.30
101156	26.00	39639.08
116324	1.00	1881.79
116324	31.00	31218.55
116324	33.00	46346.19
131111	9.00	17224.56
131111	13.00	14638.65
149314	35.00	40462.10
155744	32.00	43790.08
155744	31.00	60631.97
160516	17.00	30851.60
182598	43.00	76145.26
210625	14.00	25097.94
222695	2.00	3643.54
225473	43.00	53288.18
243331	30.00	42674.40
304613	34.00	63439.24
304613	46.00	66118.10
350784	42.00	75468.96
350784	1.00	2019.95
355650	12.00	17406.00
355650	49.00	67838.54
355650	49.00	80193.89
358309	18.00	21315.96
358886	23.00	31610.05
