l_orderkey	l_linenumber	l_quantity
1565444	1	3.00
1577696	2	29.00
1588224	5	1.00
1604482	2	41.00
1604482	3	14.00
5240801	2	25.00
5240801	4	46.00
5257249	1	32.00
5269312	4	29.00
5269312	7	7.00
5287012	1	30.00
5302148	3	46.00
5302148	4	34.00
5316448	1	22.00
5328737	1	6.00
5328737	5	19.00
5379745	2	3.00
5379745	7	4.00
5395970	5	35.00
5403042	3	25.00
5408741	1	6.00
5410404	4	44.00
5431009	2	30.00
5431009	4	38.00
5439111	2	26.00
5439111	3	28.00
5439111	5	38.00
5441828	5	45.00
5460034	4	46.00
5463718	3	4.00
5467424	3	32.00
5481249	3	4.00
5483747	1	8.00
5483747	3	49.00
5490177	2	49.00
5490177	3	34.00
5531783	1	32.00
5531783	2	42.00
5535171	3	46.00
5535171	4	29.00
5536582	2	42.00
5536582	3	21.00
5540576	1	11.00
5540576	3	6.00
5583973	1	4.00
5583973	2	46.00
5612065	2	27.00
5641921	2	15.00
5641921	6	8.00
5655719	2	28.00
5665222	1	26.00
5722277	4	19.00
5745185	2	28.00
5745185	3	41.00
5754464	3	23.00
5785537	1	22.00
5785537	4	6.00
5785537	5	11.00
5791490	3	21.00
5791490	5	25.00
5811008	1	18.00
5815270	5	29.00
5854982	2	5.00
5854982	4	38.00
5861120	1	42.00
5861120	2	9.00
5867744	1	34.00
5868740	3	26.00
5880167	6	31.00
5894247	1	40.00
5899457	1	47.00
5899457	2	12.00
5899457	4	50.00
5899457	5	6.00
5899457	7	18.00
5902116	1	20.00
5902116	2	14.00
5902692	1	34.00
5906183	1	43.00
5913510	6	29.00
5915749	3	46.00
5916197	3	22.00
5916197	4	39.00
5916197	6	28.00
5919489	1	11.00
5946244	2	23.00
5961831	3	37.00
5961831	5	30.00
5984773	3	7.00
5985189	3	44.00
5987717	2	39.00
5987717	4	45.00
5995879	6	33.00
5997601	1	16.00
5997601	2	25.00
5997601	3	39.00
5997601	4	35.00
9862	3	37.00
14308	1	20.00
14885	1	15.00
14885	3	2.00
16228	2	44.00
48739	2	38.00
59140	1	4.00
59140	2	25.00
88033	1	5.00
88033	4	23.00
88033	6	37.00
104741	2	2.00
104741	3	17.00
104741	5	20.00
127809	5	32.00
136930	3	28.00
139072	1	38.00
139072	5	25.00
143491	1	22.00
152289	2	9.00
152289	6	28.00
172675	3	44.00
172675	5	18.00
176741	1	9.00
221831	2	2.00
221831	4	23.00
225506	1	33.00
225506	2	19.00
226432	6	19.00
232518	1	21.00
232518	3	19.00
232518	4	6.00
256225	3	12.00
260229	2	43.00
293541	5	17.00
293541	6	48.00
295969	2	49.00
295969	3	16.00
303398	2	10.00
303398	3	46.00
303398	4	29.00
305761	3	17.00
312291	3	17.00
322242	1	9.00
322242	2	19.00
322242	5	37.00
327525	1	5.00
327525	2	17.00
327525	3	50.00
339270	3	29.00
339270	5	23.00
349728	2	20.00
373891	2	26.00
392102	2	45.00
392102	4	9.00
418438	1	44.00
418438	4	19.00
418438	6	25.00
427971	1	42.00
434756	2	47.00
458087	1	34.00
532711	4	34.00
538209	3	4.00
538209	6	50.00
539877	3	49.00
562208	1	45.00
582496	4	26.00
599107	2	38.00
606119	2	29.00
606119	5	14.00
606119	6	11.00
614853	2	38.00
627111	5	20.00
679907	2	48.00
679907	5	43.00
724962	3	24.00
727843	2	34.00
735109	4	2.00
748612	2	31.00
748612	6	42.00
750816	1	45.00
750816	2	10.00
750816	7	46.00
791234	6	9.00
813988	1	3.00
818724	1	14.00
818724	3	34.00
821573	4	4.00
829218	1	50.00
835106	1	39.00
852480	3	20.00
856455	4	29.00
886435	1	37.00
889029	3	25.00
889029	7	32.00
891395	2	7.00
892418	2	2.00
905088	1	43.00
908611	5	21.00
934240	1	2.00
938630	1	2.00
938630	2	2.00
938630	3	44.00
939747	2	39.00
939747	3	50.00
976064	1	27.00
976064	2	29.00
986277	3	26.00
996582	3	13.00
998694	5	7.00
1005668	3	38.00
1005668	5	49.00
1015489	2	39.00
1015489	3	45.00
1024801	1	9.00
1045541	3	45.00
1045541	4	44.00
1045541	5	39.00
1045541	6	23.00
1046691	3	19.00
1046691	5	27.00
1073351	4	31.00
1073475	1	30.00
1073475	2	36.00
1096262	7	24.00
1107904	1	32.00
1110469	1	36.00
1113635	2	20.00
1113635	6	22.00
1122112	1	18.00
1122112	2	18.00
1175585	1	18.00
1177318	1	39.00
295239	1	17.00
300900	3	24.00
301860	1	49.00
327553	4	10.00
327553	5	27.00
337639	1	19.00
343431	5	26.00
352836	1	8.00
355589	2	35.00
355589	3	50.00
355589	6	34.00
356514	3	48.00
363271	5	3.00
374087	2	22.00
388769	1	25.00
388769	3	35.00
392743	1	31.00
392743	2	8.00
397315	1	38.00
418624	6	29.00
418624	7	26.00
455175	4	30.00
455175	5	7.00
488418	2	23.00
488418	3	24.00
497635	1	32.00
521281	1	18.00
521281	6	2.00
525986	2	45.00
525986	4	9.00
533377	2	13.00
533377	3	36.00
545029	2	4.00
550727	5	7.00
550727	6	31.00
637927	1	22.00
639937	2	19.00
639937	4	37.00
660643	5	1.00
665186	1	8.00
711329	3	29.00
715844	6	46.00
715844	7	49.00
716902	2	40.00
731622	1	2.00
758179	2	28.00
758179	3	25.00
758179	4	29.00
760228	2	25.00
765156	1	19.00
765156	3	26.00
776355	2	36.00
780896	2	11.00
783202	1	37.00
794272	1	9.00
794272	6	33.00
797921	3	29.00
797921	5	34.00
807172	3	30.00
807172	4	27.00
811840	1	3.00
811840	4	20.00
853442	2	21.00
872321	1	37.00
872321	3	19.00
872321	4	25.00
881349	3	50.00
881349	4	33.00
881349	5	44.00
892868	3	22.00
914821	1	29.00
914821	3	30.00
926629	3	15.00
929185	1	10.00
929185	2	2.00
929185	4	46.00
930052	2	10.00
947525	2	31.00
3756774	1	10.00
3768480	5	16.00
3769829	2	40.00
3769829	3	44.00
3782823	5	6.00
3788388	2	42.00
3789318	3	4.00
3814822	7	43.00
3840420	4	15.00
3869060	3	41.00
3893573	1	19.00
3915233	1	20.00
3920643	2	13.00
3924483	1	42.00
3924483	6	35.00
3956450	1	28.00
3968195	3	11.00
3970754	1	35.00
3977541	2	22.00
3990181	2	39.00
3990181	4	36.00
3990181	7	11.00
4000996	1	35.00
4008996	1	22.00
4060103	4	31.00
4065829	3	15.00
4065829	4	2.00
4065829	5	6.00
4066147	2	25.00
4066147	3	39.00
4070852	5	18.00
4083778	2	46.00
4085827	2	9.00
4085827	3	15.00
4085827	5	6.00
4114562	2	16.00
4114562	4	43.00
4114562	5	21.00
4114562	7	43.00
4127590	5	23.00
4134594	2	6.00
4134594	3	19.00
4145728	1	16.00
4147716	4	28.00
4150498	1	45.00
4156358	3	16.00
4156358	6	40.00
4184837	1	38.00
4184837	4	37.00
4184967	3	32.00
4188000	1	33.00
4200100	1	18.00
4200100	3	3.00
4200100	4	47.00
4243142	3	44.00
4244036	2	40.00
4244452	1	21.00
4262307	5	13.00
4265120	2	17.00
4265120	3	25.00
4267236	1	31.00
4267236	3	31.00
4278820	4	50.00
4305924	3	17.00
4308100	5	18.00
4310757	6	40.00
4316967	3	31.00
4343652	6	36.00
4361348	2	20.00
4361348	5	2.00
4361348	7	23.00
4369381	1	22.00
4369381	3	22.00
4369381	5	23.00
964452	6	3.00
991108	4	28.00
991108	5	33.00
993700	3	44.00
1005504	5	33.00
1016966	3	9.00
1049990	1	12.00
1049990	2	16.00
1049990	3	39.00
1049990	5	28.00
1051938	1	17.00
1054630	1	44.00
1058982	2	36.00
1058982	3	26.00
1058982	5	42.00
1058982	7	50.00
1061856	4	15.00
1091331	1	38.00
1127620	6	11.00
1152198	3	18.00
1169476	1	34.00
1191330	2	47.00
1191330	3	41.00
1234720	1	12.00
1238695	2	29.00
1275398	5	17.00
1275398	7	27.00
1296224	7	1.00
1299714	2	20.00
1305700	4	6.00
1315654	2	3.00
1318343	4	38.00
1318914	2	25.00
1322400	3	19.00
1327874	2	18.00
1333543	3	32.00
1333543	7	35.00
1334503	4	42.00
1338272	1	28.00
1338272	2	31.00
1354886	3	10.00
1354886	4	15.00
1362791	5	32.00
1363968	2	10.00
1390432	1	46.00
1390432	4	6.00
1405222	1	22.00
1405222	3	18.00
1405442	2	50.00
1405442	4	26.00
1416610	2	44.00
1416610	3	44.00
1435939	2	16.00
1444423	2	18.00
1444423	4	29.00
1444423	5	31.00
1444423	7	1.00
1475367	1	39.00
1489858	4	19.00
1489858	5	13.00
1510304	1	13.00
1532452	1	18.00
1552229	3	33.00
1552229	4	39.00
1552229	5	16.00
1583813	6	7.00
1596837	1	26.00
1596837	4	1.00
1603585	2	12.00
1611460	1	4.00
1611460	2	17.00
1611460	4	29.00
1620672	2	22.00
3868711	2	47.00
3868711	4	46.00
3883909	5	24.00
3928901	1	23.00
3984770	2	37.00
3984770	5	29.00
4007302	2	48.00
4021796	4	47.00
4021796	5	40.00
4033607	1	34.00
4054278	2	34.00
4054278	4	39.00
4054278	6	30.00
4057440	1	34.00
4066567	1	30.00
4066567	2	8.00
4066567	3	45.00
4066692	1	49.00
4066692	2	26.00
4076224	2	45.00
4086240	1	25.00
4092068	5	46.00
4093540	1	4.00
4107330	1	17.00
4107330	3	1.00
4111174	1	37.00
4114087	1	2.00
4116899	6	23.00
4135846	5	20.00
4148227	2	50.00
4148227	4	45.00
4148227	6	47.00
4151202	1	10.00
4153735	1	12.00
4157798	2	43.00
4165799	1	3.00
4175458	2	16.00
4175458	3	35.00
4175458	5	50.00
4182913	3	34.00
4182913	4	34.00
4206917	2	43.00
4225824	1	10.00
4225824	3	1.00
4233446	1	23.00
4233446	4	26.00
4239232	2	7.00
4239232	3	40.00
4250112	5	14.00
4278625	4	33.00
4298880	1	21.00
4319335	1	23.00
4319335	4	20.00
4330023	2	11.00
4331526	1	46.00
4331526	2	48.00
4340228	1	29.00
4340228	2	7.00
4340228	6	32.00
4341568	1	45.00
4341568	2	47.00
4341568	4	5.00
4361604	1	12.00
4370304	5	33.00
4370304	6	12.00
4387367	2	43.00
4387367	6	18.00
4390561	3	19.00
4409507	1	30.00
4409507	3	47.00
4445255	1	28.00
4445255	4	17.00
4474501	3	23.00
4480934	3	32.00
4480934	4	45.00
4480934	7	17.00
4481223	1	12.00
4485092	3	44.00
4485765	3	43.00
4488097	3	13.00
4488097	5	19.00
4488097	6	12.00
4519653	2	15.00
4519653	4	11.00
4522465	5	17.00
4544582	3	22.00
4544582	5	36.00
4550145	1	47.00
4564708	1	42.00
4577602	1	4.00
4577602	2	22.00
4598119	6	47.00
4600129	3	43.00
4600129	4	4.00
4600709	3	28.00
4600709	5	24.00
4600709	6	21.00
4600709	7	26.00
4617920	6	19.00
4621701	2	32.00
4639746	1	39.00
4639746	2	28.00
4639746	4	42.00
4639746	5	18.00
4640903	3	43.00
4646916	5	2.00
4646916	6	33.00
4654885	2	34.00
4655457	1	42.00
4655457	2	31.00
4666085	1	25.00
4666372	1	44.00
4666372	2	28.00
4690407	2	32.00
4690407	3	14.00
4691173	1	1.00
4691173	3	16.00
4695232	2	40.00
4706528	1	49.00
4708615	4	8.00
4708615	6	26.00
4708615	7	24.00
4725570	1	17.00
4755648	3	21.00
4755648	4	2.00
4763937	2	42.00
4763937	4	12.00
4789189	3	19.00
4789189	4	2.00
4790817	1	9.00
4790817	6	43.00
4793889	2	24.00
4793889	4	26.00
4800288	1	8.00
4811140	2	26.00
4823904	3	42.00
4826883	3	20.00
4832068	3	40.00
4832068	6	37.00
4841667	2	3.00
4841667	3	39.00
4870563	2	13.00
4870563	3	25.00
4870563	4	34.00
4887204	1	40.00
4887204	4	39.00
4890693	2	20.00
4896263	4	47.00
4921155	5	47.00
4923907	3	47.00
4928259	2	8.00
4930500	5	25.00
4941281	2	46.00
4941281	3	45.00
4946469	2	32.00
4953058	3	10.00
4953058	6	38.00
4958179	2	46.00
4958179	4	45.00
4967430	3	19.00
4975047	1	21.00
4981664	4	46.00
4981664	5	2.00
4981664	7	41.00
5008352	4	47.00
5026115	2	34.00
5026115	7	7.00
5035427	1	9.00
5065956	1	5.00
5071363	3	9.00
5072482	3	25.00
5081764	1	35.00
5096547	1	11.00
5099558	1	42.00
5110337	6	7.00
4059394	1	47.00
4061958	1	38.00
4061958	3	32.00
4065318	1	1.00
4089221	2	37.00
4089221	3	2.00
4089221	4	27.00
4093250	2	50.00
4093250	4	40.00
4099780	7	2.00
4113158	3	41.00
4113158	7	24.00
4131717	1	44.00
4131717	3	10.00
4144037	1	47.00
4144037	5	12.00
4149281	5	25.00
4150406	5	47.00
4165956	2	14.00
4165956	4	7.00
4179842	3	34.00
4209249	3	31.00
4255941	5	11.00
4277477	1	45.00
4277477	3	6.00
4297987	4	40.00
4297987	7	3.00
4320418	1	2.00
4320418	3	7.00
4324102	2	6.00
4335168	1	11.00
4340388	3	6.00
4347525	2	2.00
4347525	5	12.00
4352551	3	41.00
4352551	4	30.00
4380289	1	36.00
4388449	2	1.00
4388449	3	42.00
4421638	1	8.00
4421638	6	18.00
4485731	3	45.00
4485731	4	33.00
4523685	2	23.00
4523685	3	18.00
4528418	2	35.00
4540676	2	30.00
4546598	1	23.00
4553639	1	41.00
4553639	2	42.00
4564033	1	4.00
4564033	3	5.00
4566437	2	27.00
4592196	1	22.00
4592196	3	2.00
4602212	3	49.00
4603875	6	19.00
4603875	7	27.00
4614595	2	36.00
4629250	1	2.00
4629250	3	36.00
4629250	4	26.00
4635749	7	34.00
4661732	1	21.00
4661732	2	29.00
4661732	4	10.00
4685605	3	30.00
4704770	6	9.00
4728711	1	14.00
1623686	2	26.00
1623686	3	5.00
1671239	3	20.00
1683362	1	13.00
1697287	2	5.00
1741667	3	29.00
1746081	1	26.00
1756417	2	22.00
1756417	3	10.00
1756417	4	45.00
1759649	4	37.00
1763367	1	7.00
1792131	2	48.00
1798944	6	49.00
1802662	1	3.00
1805447	4	22.00
1819972	3	11.00
1820866	4	8.00
1824867	1	35.00
1862210	1	22.00
1862210	5	27.00
1862210	6	39.00
1865927	2	19.00
1866020	1	29.00
1866020	3	12.00
1869766	1	26.00
1869766	2	10.00
1879268	3	33.00
1892325	2	23.00
1920578	1	37.00
1929888	3	29.00
1929888	6	46.00
1932004	3	48.00
1932004	5	39.00
1943269	1	13.00
1943269	3	45.00
1956580	3	45.00
1956580	6	31.00
1958660	3	10.00
1958660	6	15.00
1975140	1	1.00
1976615	1	1.00
2016035	3	16.00
2016035	4	22.00
2019108	1	18.00
2019108	2	31.00
2019108	5	33.00
2041671	4	4.00
2041671	5	11.00
2041671	6	43.00
2041671	7	35.00
2055364	2	28.00
2062470	2	48.00
2062470	3	14.00
2062759	1	42.00
2062759	2	2.00
2062759	4	32.00
2062759	5	22.00
2062759	6	17.00
2069602	4	4.00
2069602	6	29.00
2084997	3	24.00
2096677	2	11.00
2109925	1	8.00
2109925	2	20.00
2110018	3	38.00
2110978	2	33.00
2116160	3	35.00
2121923	5	20.00
2134756	1	18.00
2134756	3	14.00
2136133	3	25.00
2136133	7	29.00
2142630	2	25.00
2157345	2	38.00
2163907	7	45.00
2195299	1	35.00
2195299	3	7.00
2195299	6	30.00
2198753	2	27.00
2198753	3	15.00
2198753	4	11.00
2199111	2	6.00
2199111	3	50.00
2216615	1	6.00
2238438	3	12.00
2239554	2	16.00
5123556	2	23.00
5123556	6	24.00
5129413	1	19.00
5129413	3	42.00
5140742	4	6.00
5187169	2	45.00
5201607	2	43.00
5206337	2	39.00
5213157	1	1.00
5213860	1	5.00
5213860	2	2.00
5213860	3	10.00
5224673	2	18.00
5230081	3	47.00
5230081	4	28.00
5273862	1	43.00
5287589	4	25.00
5291110	1	22.00
5320001	6	50.00
5328993	1	26.00
5333541	2	39.00
5342340	1	42.00
5347680	2	13.00
5347680	4	37.00
5369184	7	39.00
5391110	4	25.00
5398020	1	34.00
5399842	5	21.00
5399842	6	17.00
5401926	2	3.00
5416455	3	21.00
5416455	4	1.00
5418855	1	13.00
5418855	4	26.00
5420800	2	10.00
5430596	4	28.00
5434402	7	38.00
5437408	2	43.00
5454948	1	41.00
5461667	2	8.00
5465703	1	24.00
5465703	3	42.00
5465953	7	1.00
5476864	3	11.00
5478784	3	1.00
5478784	7	9.00
5484359	1	34.00
5484359	4	15.00
5484359	6	19.00
5487877	2	48.00
5504807	1	23.00
5507265	2	46.00
5507265	3	36.00
5507265	5	46.00
5513735	2	33.00
5513735	4	33.00
5513735	6	30.00
5530374	1	39.00
5549728	5	38.00
5558855	1	36.00
5558855	2	5.00
5558855	5	38.00
5558855	7	9.00
5569382	1	33.00
5569382	2	41.00
5575334	4	25.00
5592773	2	45.00
5598179	2	45.00
5607942	1	16.00
5607942	4	31.00
5607942	5	18.00
5625600	1	46.00
5650660	3	19.00
5650660	4	18.00
5652004	2	38.00
5652004	3	39.00
5663392	1	42.00
5663392	2	45.00
5663392	4	33.00
5671649	1	11.00
5675591	2	42.00
5691107	1	45.00
5693377	2	8.00
5727844	3	38.00
5728577	2	7.00
5728577	3	21.00
5728577	6	10.00
5730530	3	33.00
5730530	4	28.00
5730918	2	10.00
5730918	3	9.00
5730918	4	34.00
5751047	3	41.00
5751074	2	24.00
1204325	4	7.00
1206308	3	43.00
1206308	5	43.00
1208032	7	26.00
1224423	1	37.00
1224423	5	5.00
1229062	2	4.00
1230688	4	5.00
1241381	1	18.00
1248000	3	10.00
1248000	4	1.00
1291654	2	46.00
1291654	3	12.00
1294341	1	47.00
1316007	2	38.00
1316007	3	49.00
1325282	2	36.00
1325282	3	3.00
1365316	4	38.00
1381318	1	46.00
1392613	1	3.00
1400354	6	9.00
1422464	3	30.00
1441890	1	13.00
1441890	5	39.00
1446884	6	19.00
1447206	4	36.00
1447206	6	14.00
1465153	6	45.00
1465153	7	7.00
1470656	1	50.00
1476231	1	26.00
1476231	4	12.00
1476231	6	6.00
1476231	7	26.00
1491719	1	10.00
1517216	1	4.00
1517216	2	4.00
1517216	3	41.00
1520228	1	38.00
1521157	1	50.00
1521157	2	22.00
1522597	2	34.00
1522597	3	9.00
1522597	4	43.00
1522597	5	38.00
1523554	1	37.00
1531968	7	28.00
1536800	1	8.00
1536800	6	26.00
1546560	1	33.00
1546560	2	21.00
1549248	2	34.00
1566342	2	30.00
1574242	2	36.00
1574242	3	44.00
1574242	6	9.00
1594724	3	40.00
1614439	4	49.00
1621414	1	5.00
1621414	5	30.00
1627202	1	27.00
1627202	3	16.00
1627202	5	49.00
1628455	2	8.00
1646887	1	2.00
1646887	5	34.00
1649734	2	7.00
1663236	2	3.00
1689351	1	11.00
1689351	6	13.00
1690944	1	28.00
1690944	2	20.00
1690944	4	39.00
1710311	1	38.00
1710311	2	33.00
1710311	3	28.00
1710918	4	6.00
1723137	1	37.00
1798276	2	27.00
1821735	1	20.00
1847042	4	9.00
1856129	2	17.00
1856129	3	33.00
1856129	5	29.00
4376292	7	39.00
4384545	3	44.00
4384545	5	2.00
4393442	1	21.00
4393442	2	39.00
4409474	1	41.00
4409474	4	10.00
4409824	1	46.00
4420357	1	17.00
4420357	2	49.00
4420357	5	16.00
4420965	1	43.00
4421792	2	18.00
4435461	1	15.00
4444261	1	45.00
4445216	1	45.00
4448102	2	34.00
4448102	4	39.00
4448102	5	24.00
4468327	3	38.00
4487523	4	33.00
4487523	5	25.00
4491585	3	5.00
4502466	2	44.00
4502466	3	32.00
4505506	3	7.00
4525251	1	2.00
4551906	1	10.00
4552325	3	33.00
4552325	5	5.00
4552325	6	32.00
4552325	7	26.00
4553506	5	38.00
4556386	4	16.00
4556386	5	50.00
4566915	2	48.00
4566915	4	47.00
4585188	6	47.00
4587909	1	28.00
4621989	2	4.00
4622758	1	20.00
4622758	3	44.00
4622758	4	16.00
4641381	2	26.00
4644320	1	42.00
4660775	2	22.00
4660775	5	15.00
4692321	1	40.00
4694661	3	6.00
4702565	1	9.00
4705318	6	7.00
4722725	3	35.00
4734817	1	6.00
4750054	2	26.00
4750054	3	22.00
4776288	3	6.00
4776288	4	10.00
4819458	4	30.00
4819458	6	4.00
4823201	2	23.00
4859429	1	20.00
4863169	2	17.00
4863591	2	21.00
4863591	3	28.00
4874242	2	18.00
4899392	1	36.00
4903590	1	29.00
4905924	1	2.00
4905924	2	14.00
4905924	3	7.00
4908291	3	49.00
4916838	1	27.00
4919430	1	15.00
4941025	5	37.00
4952928	5	8.00
4969542	2	8.00
4969668	1	15.00
4982471	1	46.00
4982471	4	11.00
4989348	1	43.00
2243843	1	30.00
2255239	2	41.00
2259908	1	20.00
2260993	5	30.00
2270948	1	37.00
2290114	1	4.00
2290114	4	26.00
2290340	1	28.00
2290756	3	24.00
2297927	2	33.00
2297927	3	50.00
2298980	2	38.00
2298980	4	42.00
2301766	1	25.00
2301766	2	28.00
2302246	1	21.00
2308036	2	21.00
2308036	5	5.00
2322691	2	33.00
2325121	2	37.00
2325121	3	33.00
2325121	4	24.00
2327555	4	45.00
2379815	1	30.00
2381764	1	48.00
2381764	3	24.00
2381764	4	25.00
2409761	1	42.00
2438497	1	29.00
2438497	2	10.00
2441891	2	49.00
2446405	2	34.00
2450918	5	26.00
2452034	2	12.00
2493220	1	50.00
2503041	2	9.00
2503041	4	45.00
2511427	5	45.00
2516419	2	4.00
2526821	5	41.00
2549473	4	13.00
2573221	3	5.00
2573221	7	16.00
2573732	3	17.00
2573732	4	26.00
2581281	2	2.00
2581765	2	37.00
2581765	4	35.00
2589924	2	23.00
2589924	3	39.00
2596739	1	36.00
2609606	1	5.00
2624326	1	3.00
2632326	2	11.00
2632326	3	19.00
2641958	2	11.00
2641958	4	4.00
2646823	6	20.00
2653607	3	44.00
2653607	4	7.00
2653607	5	19.00
2685952	3	36.00
2685952	4	36.00
2685952	5	23.00
2685952	6	50.00
2712006	1	50.00
2712006	4	40.00
2712006	5	43.00
2712006	7	18.00
2720481	3	9.00
2736097	4	5.00
2760422	6	31.00
2771299	2	11.00
2783270	1	38.00
2783270	3	50.00
2783270	6	35.00
2790438	3	5.00
2790438	5	40.00
2798658	2	34.00
2833155	2	23.00
2847650	6	46.00
2849730	4	36.00
2849730	6	37.00
2862688	4	44.00
1867042	1	22.00
1883426	2	25.00
1884996	4	29.00
1886147	2	5.00
1893441	3	28.00
1915681	1	20.00
1934338	6	34.00
1947970	2	28.00
2004039	4	31.00
2020870	2	46.00
2023495	3	6.00
2042823	4	13.00
2048545	7	31.00
2075748	1	10.00
2087812	1	22.00
2097126	1	18.00
2106628	2	1.00
2106628	6	48.00
2106628	7	44.00
2147041	4	27.00
2147142	2	40.00
2147142	4	15.00
2147142	5	28.00
2154723	3	45.00
2154723	4	21.00
2154723	7	32.00
2158178	2	18.00
2158178	5	11.00
2158178	6	22.00
2158178	7	40.00
2175047	2	4.00
2175047	3	4.00
2185376	4	12.00
2195972	2	5.00
2214658	1	13.00
2214658	3	30.00
2236194	4	11.00
2267361	2	22.00
2275617	2	5.00
2298565	1	36.00
2298565	4	50.00
2304487	1	7.00
2304487	4	3.00
2304487	5	16.00
2316263	3	4.00
2319971	1	25.00
2329927	2	23.00
2333249	4	33.00
2336487	2	35.00
2367174	1	12.00
2369027	1	48.00
2369090	1	26.00
2369090	3	36.00
2374790	1	22.00
2399040	1	11.00
2405734	2	32.00
2406821	5	34.00
2452836	7	48.00
2459332	2	46.00
2459332	3	27.00
2468932	2	34.00
2489668	2	47.00
2489668	4	18.00
2489668	5	20.00
2501025	6	15.00
2522405	1	32.00
2522405	2	34.00
2522405	7	16.00
2887619	2	50.00
2901159	2	48.00
2944802	5	16.00
2945570	2	34.00
2945570	4	2.00
3002851	2	12.00
3002851	3	37.00
3021474	1	13.00
3021474	2	38.00
3021474	5	1.00
3021474	7	35.00
3029892	1	35.00
3041092	4	36.00
3044387	2	45.00
3044387	5	12.00
3064039	2	32.00
3064039	4	45.00
3069221	2	2.00
3097187	5	13.00
3102053	1	32.00
3102053	2	42.00
3119776	2	12.00
3127078	1	10.00
3131460	3	46.00
3153222	1	3.00
3156420	3	38.00
3196999	5	33.00
3206881	2	29.00
3219201	6	12.00
3234691	1	15.00
3260929	1	12.00
3260929	2	46.00
3268516	3	41.00
3286979	1	26.00
3286979	4	37.00
3286979	5	16.00
3286979	7	29.00
3293280	2	48.00
3293280	4	20.00
3300098	1	40.00
3341859	4	36.00
3356583	2	10.00
3356583	5	44.00
3363361	1	7.00
3363361	5	42.00
3364675	3	17.00
3385443	2	1.00
3413190	3	20.00
